Video_id Is_ASR
0AGlBQuHwpQ Yes
AV8SwtpwTOw Yes
B86Ht9oULss Yes
JrtSOkMyuF4 Yes
mWeVmYuMNes Yes
R9KoYjckQOI Yes
Yr6_SPotkSQ Yes
gkH2s21rdtw Yes
IsdwkX3vBpY Yes
lHuc2sWIuA4 Yes
vl8C762BN1M Yes
_ZufPmFtmek Yes
m7GmEP7e6Dk Yes
AZurfP9DaUI Yes
ATodzqT1WfQ No
2THvwbiMRQ8 No
2bH6VN_Gc_o No
Azi_5ZH3sTM Yes
NuQ1VicNdT8 Yes
nFLz--neClk No
4CKOYZLGfHw No
37CQyCtTC8Q Yes
Jl8A8tmfZ8I Yes
G_ZIlXNwWtw No
SjLWE2jSatY No
BaIEO-8aVLM No
r4_wYcz44PE No
rlyNos6fAfA No
eB18OoaYivM No
TZ4vKtlVp-Q No
BO7shON7FOw Yes
TJ0T0o1ocu0 Yes
HcF0lVeHBCo Yes
z7-w6rj-uUw Yes
_VYT2Cv_-Lk Yes
Nb5a-D89na4 Yes
u45rU-rKzN8 Yes
L2k71jzmjXU Yes
pMq5QHWWScw Yes
EytDD_D16Bs Yes
JNXA-pT6Aqc Yes
19BLt4LpNx8 Yes
RDaWg6668Sk Yes
XR7QvkpUMqM Yes
GnLbobBRmuM Yes
hXxoo43Iu7o Yes
DJ0XNcRM51M Yes
qGHbX0yaCns Yes
3xqFsgxiGoM Yes
VlSZAmy-S-I Yes
OX5zUEogZIo Yes
6fmgmGs3zJw Yes
1YJHsaA5uYs Yes
x2iNx6Odl10 Yes
ciX57_wwnJo Yes
sJjvNP7-_y0 Yes
WYosHP7ny-g Yes
rcu-OITFvKI Yes
3keRUxcXNbY Yes
4ZuVkPe1jCM Yes
FRodkkRpz2Q Yes
ouNGHnmHOh4 Yes
VKlSCIKTD90 Yes
j_PiLitVrcc Yes
P2EgyCl88rU Yes
k_WT6U-J2dE Yes
fIGb-4ZNOsw Yes
7Hvan-h12QY Yes
CGDv9ZW0AJo Yes
ep2Jzn6SFXs Yes
4vW4zw6_2QQ Yes
g3svyVgpqWQ Yes
Dp4r62YLtpU Yes
fhr9SY49nnM Yes
W5XCRXaaruA Yes
2IXouQhGi14 Yes
GNPlADuJ7DE Yes
NvpQTpUBxjw Yes
gZtvAgqQTak Yes
Xl0BjnfgDNg Yes
_CdUCjsZwTg Yes
gEiij1lK4JQ Yes
ik9HJJ2HdB8 Yes
Kb8wQNAftYc Yes
HXvqLLnmcSg Yes
CVcm8DT0nPw Yes
D0oW19HvSu0 Yes
196n-uGhbhI Yes
82rw56HUao8 Yes
0r1TB-zkkgY Yes
uDJpFD6SWFI Yes
0qnoNhXznWc Yes
cGcibL6ILKU Yes
cfjGEpUz47g Yes
5FvTRm4xilc Yes
D-Q4uEbYBR8 Yes
JT6nRq67avQ Yes
2C0luTCSJ5E Yes
vCaqE6idKz0 Yes
U5w3hr8yhLs Yes
_6jinSSud90 Yes
f1q8PT5JC5Q Yes
dK_GTFB9VKs Yes
MHzbFdfB2iE Yes
DdPH7PIS6EA Yes
_im3NDmSwRg Yes
iKN3jZ_48Os Yes
Y9ql3ZWDj6E Yes
OndlXImKK7w Yes
d1EWUc4AqOA Yes
ZcGf5n3f-b4 Yes
pHk8XxZ0_IQ Yes
XeuilTgl9-0 Yes
wMsn4pS1mmk Yes
fkWJR5j8kJk Yes
eqPiULDN1Bw Yes
R64ahlRv9qg Yes
I-zyp6ViDqY Yes
f9GqvP-asKo Yes
Vef81OgRAw4 Yes
_aH3XJKxRv8 Yes
Ou3vAY_Tbhg Yes
4OQuBle600Y Yes
5TYGl3MSxkw Yes
XOMHd9rJtmI Yes
qE7zbB6rzC4 Yes
UAt6bUC7spU Yes
qy6cTxgm2Fk Yes
KLcw1y9yb0g Yes
DCex1R7KH2s Yes
EasvD1QzfCM Yes
lfGj4xPqL1M Yes
K0s-OWNjiHE Yes
4cvNGYfxYpg Yes
VkTTucnDIvo Yes
Kwy8fSn5fks Yes
nSHaVovIpM0 Yes
RpbcY348-HE Yes
LqlSPFoUXI0 Yes
bUFFjcyOAvk Yes
XEJWFcCqMfs Yes
ry_3Ybk4Qqc Yes
_4JDUCxW6JQ Yes
wtfuHNiaH8c Yes
xqkpoR2j0M8 Yes
33I6FIyKILE Yes
EHoGAt21WQs Yes
w368EQ89-KE Yes
t-OzJL_RGh8 Yes
8VqnyYwSY2Y Yes
kw-dYcL1qzY Yes
gTxsPUDeR7A Yes
hlnNrljLjh8 Yes
ZHRRU54BJZk Yes
Lm_BWYXuIdU Yes
yWd5xb_QC0M Yes
o48aMOZ18jQ Yes
k6K6IrHxSNo Yes
Wi9W5WQaksU Yes
AX6PkN5OZTo Yes
ezjRw4Si_5w Yes
eKT3yX8Owq0 Yes
nb1nAyUw2kk Yes
ihrgMUdlMnA Yes
gCUDC8lgLU0 Yes
N_tEJJm6HUk Yes
kCCI2XKO1s4 Yes
WcjAlgeXBXw Yes
lpizyzdUQ34 Yes
PYxPGOYKIQY Yes
zVClaDAAduk Yes
Y-oZOWcbQFQ Yes
j1ylQjgqTQY Yes
UFSg7wNeGxY Yes
53xzQUlk8XY Yes
54Tr49Y2JSo Yes
Nz3kE9pf0mg Yes
iNu3Nyk6BFg Yes
Tg5sRZTmlD0 Yes
s98xRU2zDp8 Yes
Je3juR_0Ew4 Yes
2nsgeIBbzhs Yes
hIapJr_2seQ Yes
MfJjQF6aGiU Yes
kR_4B5ZTRtw Yes
oRh_4MQlfOI Yes
YeQHoQ6LF4E Yes
JmZcCvufecM Yes
7VwY_ZxG1AI Yes
S-ROcSQztTw Yes
AQEniXsGS54 Yes
nG-ayBuWQIw Yes
HKW1sN-iE5M Yes
PVi9EvBMi64 Yes
8jA_PTZeT6A Yes
NRQFRFLnL2o Yes
emhM-rVel5g Yes
le8Qkncq_Mc Yes
yAj68qs7IbE Yes
6aJTpVaKQXo Yes
D3k57XM8reo Yes
Bw-IdZSgxs4 Yes
vZ5zFxJJ870 Yes
PXTqJJR86nQ Yes
lr-SCa6kd_s Yes
i9QqF2Y2qJI Yes
bNAPjYtmXPo Yes
WwxV395UFE8 Yes
a0VCt0ZMrMw Yes
VuQLgoB_k9k Yes
tzEnG6XfDiY Yes
MEhV7RFV3DQ Yes
V6Ye5LKePUc Yes
0d8TlM1CPo8 Yes
wLtOkwfOBEA Yes
HUgMYW4LCTw Yes
S-aD1-4mC_E Yes
o7iJKjfuPbU Yes
3EHgrhO6uPg Yes
oLq0yIShM9Y Yes
f3Sc8FGYX5A Yes
MYJV0aBTMLY Yes
SpDJ7pysoj8 Yes
pM9km5c_glc Yes
lAScVc9BNyE Yes
KIQUhdFwfJY Yes
h37IYWr4U1o Yes
iswBeiruj3M Yes
4jVoZy2wAH8 Yes
NmJVDxXnrJc Yes
PT8SUkk3M7c Yes
CCZf7-R72dY Yes
qkwNw-7BVjg Yes
Jqw7_9E6GTo Yes
lQ22nRuAK-k Yes
Nq1cmJLvAVI Yes
VJVwiEf0p6Y Yes
S0bN-OJrdOs Yes
s8Lg_6tyuX4 Yes
JaCWRRncips Yes
XMQSk0qPZ0E Yes
3O3_eefj-F0 Yes
u4_80dqHc5g Yes
1ixoyFSY60E Yes
ZU9giIZ6l2c Yes
aIZQueRZ-C0 Yes
Zb40pG1DbC0 Yes
PDYnepXk2Rw Yes
3uZGTReO27k Yes
cNvi8abG2_U Yes
knG0Vw3HGgA Yes
oqLhRC9mJTQ Yes
ShQfRClhkSY Yes
TB_BHs1yzFI Yes
Ty1EnRMFDt8 Yes
geAY_C5Sgn0 Yes
MDrhb8G7B_0 Yes
26O1GDGq82c Yes
Q5jvpiTTY4w Yes
6wfxPRcvkQQ Yes
FbRL0fWr-08 Yes
incmv4R9eDg Yes
jiS32JP_Lgw Yes
jJNT--Fu0QM Yes
CSpJNyY8908 Yes
rSLlHZq5rjc Yes
bChs1U5B0ms Yes
efS0coayZjI Yes
nC-esLh4uLI Yes
aU5ydUumCWg Yes
uJXDmf17nAs Yes
jMjWU3aG46I Yes
bkLKRGJX9CE Yes
iD1vCOGz2cw Yes
_6JOVJ89Dok Yes
BIDr-rzzOdU Yes
vp2qi6v00-w Yes
LWdcZi2pcZU Yes
rTxpCxSRzdI Yes
UtrmMJwSqOw Yes
H4ZZviVA96k Yes
1P4BC74zIyU Yes
u0yPENenVWs Yes
Xsjy3GXl9bg Yes
kKCOXFwRlEM Yes
0vdlfEUGmb0 Yes
7tQGQqS_8Xo Yes
g_LdVS1S6-s Yes
4c-79n8p_ms Yes
oljBrCl12nI Yes
cdtLdrypKB8 Yes
yeRljyMdJ6c No
ZIYD6maVmpc Yes
fPtO4qDI7ls Yes
u5-3Wi35sX4 Yes
30yLDZMhKvI Yes
KsMhxdblqTo Yes
oCB3bxZ8xZs Yes
zcJyj5_vqAM Yes
I0HXXaoDX68 Yes
GAz5PPSKqQ4 Yes
8FpMsY0y3n4 Yes
D_vc4KjOL4E Yes
ToFmPLSBre8 Yes
qcyKh3XUBNk Yes
39hKSbyz5Fg Yes
1Z2UxUk-3xs Yes
GGrQH8s24Hw Yes
MeJzckPZlek Yes
1iqOGDZksvg Yes
xshzJeTSzc8 Yes
dZMkLmi9rU8 Yes
Kx9sYt1BHW0 Yes
WtHdR0YRJTc Yes
zz_slefTUQc Yes
LU5iLgFan1g Yes
hBxWli9zTdM Yes
x_3aiDTEduM Yes
lmXeducKdLY Yes
2yolcJD32GU Yes
WwdQ2vrLIEQ Yes
Pflkl1UHj2g Yes
gvEdC5wx8mE Yes
JbuEfA5JzKA Yes
gQm1wf9DCLY Yes
iDocgOM_5nk Yes
U1b0HW9FOFo Yes
zud8QAl3JxE Yes
xjcVAb2ToaQ Yes
CgX0ZB8JVbI Yes
HrsI-V3N5Lo Yes
HfQa2uMTgXg Yes
VCxz6bfms0I Yes
LgV2UsIlMjk Yes
BKN5YgviwFg Yes
hSFLN8DGoP8 Yes
4kXJlBfwqZE Yes
SU2RM3apkhI Yes
2fiN7ua__Q0 Yes
GzRGEsW00aI Yes
VyyR3ZPXGQY Yes
83usc4a7T1g Yes
uDBjKk2s_OY Yes
xYttAVUNh34 Yes
7wXGvB37kds Yes
SX078wAKiEo Yes
oNxESzQon_E Yes
xFFU3KQx27Y Yes
9WwkZ3ADggE Yes
bAilscNTVeA Yes
CNLeQ4xuYiQ Yes
ns-vooUnBEw Yes
vhiMe-huyB4 Yes
hGQDv3zgTzo Yes
qyELw-8zTA0 Yes
oC2GL8CJWLA Yes
DxPXc2O8eDI Yes
caxTRl6uF2E Yes
j73KOKA6tsA Yes
OXFZJnIHGXU Yes
waK8ih_gvRM Yes
1xvrTnADwvQ Yes
GbIx2C7YYn4 Yes
VwnbHiqX8tg Yes
A233Ox5y1ZA Yes
QZq0pqXU1d0 Yes
6JhDCPUEDRg Yes
MRxiVhcrFWs Yes
fdEssllUT1s Yes
iYz4LlFClfU Yes
GDtJp9id1oM Yes
YHyNwUrUAro Yes
2w6PsDqmYes Yes
KoDg5NbZx9o Yes
Tm-fjTdtWCk Yes
jIFulE1MJwM Yes
voMlgtcjcOI Yes
VoEwDyclqPk Yes
xlpiqezHiYg Yes
rlUkT18ypE8 Yes
qBwDxCqLn-o Yes
PgWGSGxvFdg Yes
gM4kvYZh-IM Yes
J1-t41mPTRo Yes
0sk3QUcYS2w Yes
Mw3G47vrl6k Yes
AMP5yJgED3o Yes
qz1f3FQ-9Kg Yes
WqrPQWOb4oU Yes
eNFp5GSA9t4 Yes
d-zTZ01shQ0 Yes
4HgANqa73Ss Yes
lmv478P5aHc Yes
8yBYTYxrGW4 Yes
JA8RKIXnyVI Yes
Ub4Q6tYdi78 Yes
4X5hDBZj5b0 Yes
b4IqviwBuqY Yes
A1RkGvk36bI Yes
b6gPSkN7-NI Yes
wk54Gjk-gDE Yes
2bkxgldxEUY Yes
Ac1l7tUAzOg Yes
ojsEY-tJqNM Yes
ONlvCbCwep0 Yes
zZr9hOXZXxw Yes
Aq1JSFcyyTE Yes
l0H8VwTyzOI Yes
jSHj2vjISks Yes
S_eqtQL6fMQ Yes
HmuRMiSpGAc Yes
KdW-tlanYX0 Yes
4IyJMVU5XG0 Yes
2CtE5TLqsak Yes
QJWVTRG8ZVA Yes
V80GQVv0jg4 Yes
Cfm108mf2-U Yes
9UBNsiQ132k Yes
jPcP14i8Se4 Yes
ASCArUDqPoA Yes
SOIR-RTBcJc Yes
secu3DpNc1g Yes
mSiUb8fMoDI Yes
eegVc_W-GkU Yes
d2zJJdRELgc Yes
TBo6yJmSwHI Yes
uad-AlVeZ7E Yes
moFWcCdEdYs Yes
rqZ4A2gmh2Q Yes
3PeLtuAO5PE Yes
tNhnrGrl-qA Yes
9jlV7HT_TBM Yes
uCY0CsEE8Ic Yes
LyDSqx0iR4M Yes
S3GBF7IqHBA Yes
kCBPJbUdzUU Yes
4kb17VGhSA0 Yes
WUTSETb9Ak8 Yes
pa3BLLOH_NM Yes
j8M7C_vF4hQ Yes
KQh1jeMRRtk Yes
PwcOTdQUWW0 Yes
8ZyVLwur17g Yes
uqZkxh2yJlo Yes
PZsKlOScjJw Yes
A3H686tRbdY Yes
56WHHNfPrOM Yes
A0rKaD1gBjM Yes
ixgylNX3uPg Yes
hU-kktj8gbo Yes
VxxhHcYYYTA Yes
dvKPDTuK4Ys Yes
PqHWKAIxjqE Yes
hNYRMTmCOf4 Yes
25YDRIycto0 Yes
JTz2SFsliZY Yes
E3MNpe0PkK8 Yes
eppVlCSqt9E Yes
c8fJ1BI1-U8 Yes
qrTfLKr-Acw Yes
mbUoV-yrddI Yes
9sD4kkyJ4e0 Yes
bRoyi322JuM Yes
ZR7YbEt2tNw Yes
DpoaMPy8T_Y Yes
legga7EdF-E Yes
xMclt2BHSIE Yes
UA1HZsN-Z8M Yes
8H87Zxs8IAw Yes
qtAPJxy1y3Y Yes
p_z9DymhYN0 Yes
Hlut_fubP0Y Yes
lZ-eVR2hSE0 Yes
DcuJo-2_Bkg Yes
ZlVD7hZ_i70 Yes
BOWE6qjV5xE Yes
2s5JtLQP-vw Yes
USOA_WY2Lb4 Yes
czAS3iUjB6c Yes
GbtGRTa5tsM Yes
DLN1iMrFODo Yes
M2-Nrhzn0X8 Yes
U_SaI3b083A Yes
WKUmBneyahI Yes
CoPE_TXMWkc Yes
abEdGKuzsvY Yes
Zw3k_uZhZZw Yes
368AJNfoaLo Yes
uslyChZbmGw Yes
Cs73kADbodM Yes
eY8TI3s6lXA Yes
L3tBF9vyBZE Yes
8kKSUbrOwLo Yes
ygyXTPj74Gk Yes
ysbRD0kdmjY Yes
MkPFLW11fdE Yes
nuFnvZyDBJE Yes
pifs0Yqxjds Yes
GSZSHZtUFlg Yes
VY-PU_Ml0Ic Yes
_Ul-ZT79u64 Yes
3-AZfluRJ4s Yes
cjgoVWZXbsw Yes
TCcbvizG-G8 Yes
1gnfVtWwkl8 Yes
oAd9apdz4rU Yes
68pNvaipY28 Yes
UymWqRQaFX8 Yes
Lj_Q0Jmu3XM Yes
kIyrJzGwAMc Yes
aePE9gGDcz0 Yes
JTjYHMEXnuU Yes
e6WJI6RikTk Yes
Il2DEIxyr4U Yes
khut4WaMliA Yes
mZizjU_KuJc Yes
P-mMOIPqIy0 Yes
dkIsd9zgAiQ Yes
bBpYL14W9Bc No
cqHN-JClnzs Yes
0PQbrGUxZKA Yes
uF0QFgwIY14 No
hv-YWpykpag No
OMQaDdVHIRc Yes
52HwpW1BPys Yes
mKaCTSyDe58 Yes
zlmRZV7TnfA Yes
41vllyAjONc Yes
JsiRjkrNx78 Yes
YbM_HvPWRos Yes
7UO--B8aFVE Yes
GEI6V5Thhpc Yes
O54cW4taPqg Yes
oAg_EGC5LSU Yes
TLWdN416Fkk Yes
tz5XaXxv2ZU Yes
s4rTWpaK4GQ Yes
1fYARKdIR90 Yes
Fl_YKC0yKmA Yes
INJqL3oTsR8 Yes
UJXr7poFvRY Yes
48bxSk7joHQ Yes
l4a3_lmqXfM Yes
M5MJFhHWU8Y Yes
mx1hcfJUxEY Yes
n1eNG1bKrGA Yes
8vQQ2-U4Qv0 Yes
ioTKNLk1Tu0 Yes
ddARVj5sCgU Yes
65iRMXVH3MI Yes
TMqck00lbfQ Yes
FcAuoviaMU0 Yes
FxLhIsB080A No
DIBD6ccvRT8 Yes
789Y7rqxmpI Yes
p_hlPmo1mUo Yes
ENYllgANb8s Yes
kZUrsybcMtA Yes
baQo8RDlYao Yes
P7bD5xECic0 Yes
riviYFmuhE8 Yes
Ka4IoHmTpuI Yes
MZa70HQrYXY Yes
AOCcJAqPWoc Yes
QMQZ0FLfkxk Yes
Ktsv7r9jrFo Yes
T48lnXkH7eg Yes
bke6eOY41Ag Yes
yrguAQc-6GU Yes
us-OI-43RMo Yes
ik8ZsBysZjk Yes
HVjbSrW0It8 Yes
6cWFLogdhfs Yes
3kbQsELATOw Yes
u-5WR9FVzg4 Yes
qOe9TkJFba8 Yes
bR0MW57BEC8 Yes
5TI9XAfY8yo Yes
1n3I4Qvnz9Q Yes
gRV-syF3KGQ Yes
8nYbLwM9TH8 Yes
HkDRIiEkdeo Yes
xhLpXz5aN-w Yes
sxv4NexZ5lA Yes
0rixlZivN5A Yes
f4902JRlz68 Yes
sDiIgIEioPY Yes
sWbrN76LTJI Yes
QO1lc1IHBww Yes
J_0li-zdE5Y Yes
EpPJbKrS-qg Yes
4j5mcoowptA Yes
sgghfhBQxqE Yes
oagBoxefhBo Yes
07iycZyMsPY Yes
DT5XMfRpUXY Yes
Zn8dSco4kM0 Yes
Inps6gi-790 No
TyG-xCcjIxo Yes
dZiSVOKB7U8 Yes
UGCmn6gNCe4 Yes
uEanY2zAxUE Yes
W6p8B_UTTkA Yes
V4xAdDc-wK8 Yes
5VZpRdav9BM Yes
lbAxO-i76ik Yes
5n9oJr_7bhw Yes
25SO5___gXQ Yes
kvp_x2uTrS0 Yes
H9Fvs7lSIl0 Yes
J-0Dso2OKRo Yes
xxdaJWKZcrw Yes
qHAF-DTcp6E Yes
yzcKC9SNpm8 Yes
7kQ6eXnyOH0 Yes
zqLEy8NmImE Yes
ufOgU6xc3EA Yes
ogkJFfDZA4I Yes
NxgjRK9IeYY Yes
tMfrngnoU28 Yes
n52phTwiub0 Yes
dklFPNoJnbc Yes
fk3Ul1i7_aQ Yes
fZtMo8J3jfY Yes
i_JQlve-PO0 Yes
bIDBWElCqh8 Yes
yXhxdk3Im6Y No
YG6_fnRr3bQ Yes
HFMr8OCXZHo Yes
XCEJFCDvkhc Yes
ZT6uezGTFxM No
mLPospf45Xc Yes
VB-IBR4lVNQ No
laj7yDCefM0 Yes
sALjNOcR1Jc Yes
ZO7J7Q0SEro Yes
3Zd_EAYLVgo Yes
w3Y6lKoZxxk Yes
Oznf81GxhKo Yes
2UK7YyImZYg Yes
5zPavrm1bes Yes
KRG3QCfo8Z8 Yes
WrFtUva0jR4 Yes
aDzGuiLuWXY Yes
OfG4NDPOnJ4 Yes
eww2aTCxVXM Yes
QcUijKdE3Us Yes
zQOQx3b6Yxo Yes
Ek6HTqkNcVA Yes
KAw7w_FNTjI Yes
jaEdEHK-XMw Yes
IgJHaeCtqKg Yes
AgNc1zT9xH8 Yes
AZIQU_5n0bk Yes
zOFV6gWRsa4 Yes
dBzr2l613Lo Yes
Q8B-JVHsgLc Yes
QRSM1367TDA Yes
NAmAZAp3348 Yes
ViViFqfI5jY Yes
i7W0InNwZa4 Yes
tGHpjTKmxWc Yes
iPHJh8d2xxE Yes
W-Qi7PAwME4 Yes
9uwj6C9IJHg Yes
RQd5cAIpeHE Yes
gZSuyi1jU1c Yes
KeIPMN96VQ4 Yes
pnRVcrOzvzA Yes
KOwywkcf-ls Yes
LaubbNG2epY Yes
1GMjxGYOjpw Yes
FO929ca4TKk Yes
rPrbyRJzTk8 Yes
h18hWXtcyFI Yes
gw9X7Vajvbs Yes
Iu1g4LwMXWw Yes
2zOIsfeLAeY Yes
XiDxMGQq8DM Yes
AGpQ1HcrOck No
-6HKkiLJS44 Yes
KLMJ8IFA964 Yes
AI9P3ukkbLg Yes
rzcwSya-Ma0 Yes
7ANxaXVgY_Y Yes
dyWX6m4AM0g Yes
Jnko49Jx7Fo Yes
hHQjL14QGSw Yes
JH-BMs920i4 Yes
dU0QcvA0UOQ Yes
jWCh9Halipk Yes
oFm2IqLIro4 Yes
vhBIZ24d00A Yes
jTGD1a8RKLw Yes
sVOEBMDH7cs Yes
dR1QVNySos0 Yes
x9CZYii4j5U Yes
H6Qv_kJFMFs Yes
72TyTEeK8YE Yes
IQdj_c8IGpM Yes
v3W80ju0uIw Yes
hi20jcVViaA Yes
B30JwXCKtXo Yes
XBqXiA-gIwc Yes
4GbOGuCAS_8 Yes
IeEborU1Jf8 Yes
sTyxx8Pd0L4 Yes
Bs6CWzkMWaY Yes
T9xkqgY8uEI Yes
N7ok0K8Akos Yes
uLlyHE3nRuU Yes
hWeNvUFGgeM Yes
91WFy26uMJM Yes
EqEg7SZNOhk Yes
9YE2Ggl7Ol4 Yes
5JgX32seIOY Yes
MC5FzsUNwS4 Yes
nFuYwV0IM8U Yes
Hx5JduBMomo Yes
P9I1JoIhm1s Yes
eLTHrd8huRw Yes
TRzx4-976hs Yes
h_phUkzu17g Yes
9s5R3cAiQS4 Yes
PJ3PbLp1A9U Yes
84FVIUptygM Yes
m_RNWLH2Vvg Yes
aHCIIQS3HAo Yes
RNFMB9Wer7g Yes
OFfJ3CSsEnE Yes
7m_2KkD6az8 Yes
FhFNPt3s0oY Yes
y9nXVAvaDvc Yes
loLzcKoIoQs Yes
mfG4a3uMCmA Yes
yXXHaShKOIM Yes
wAOwLw-iJUA Yes
wTHjvaokr0s Yes
cVu6ij7p7cQ Yes
70WeHForFf4 Yes
9jK61beR9Qs Yes
urKBTd4fc-Y Yes
9IO96zY0EXw Yes
U9i-YHlOZh4 Yes
PWN9RFy51-I Yes
W6P7eTSQSHU Yes
5Ir5yENRSHo Yes
N8FuKTg1VMk Yes
H5VwRjrAObk Yes
yMBTxmOypPE Yes
wNFlrI_w8ZI Yes
peAsg9ZorRs Yes
VGej79FDi_w Yes
TSVhBNHxc0g Yes
E6md2Tit78M Yes
kgyhf_6Ca_Q Yes
IwoK9R0Gz0A Yes
rUpJ1h4RwVg Yes
nhZcMCXb8J8 Yes
GlQ1-1D2ohI Yes
Yi109-nYUFQ Yes
3OC7NMQrdTY No
LTT5JQBu-sI Yes
ryyCQ37Qlmk Yes
19REEWVpL8w Yes
8dw44muC59g Yes
hvR_hbUCu5A Yes
fRj-ExfHDcU Yes
4sEBew5q-3A Yes
Y9A5rGfUlik Yes
49b608puEi8 Yes
9tuSNLAy2yY Yes
IekZ82bpQ0M Yes
gbDM841YuHQ Yes
LbGK7nE7I3M Yes
quXxMgm-0so Yes
g17l2lQmBcs Yes
AlWwjW_0JIg Yes
XTnNYHWAQT4 Yes
XshqOjZBJRo Yes
lQpLKjk8Hhs Yes
g5UClJpUUys Yes
loOqTSdObWk No
aabCim2z6pc Yes
UAjXw4GOUtU Yes
1x8SGL3-om4 Yes
3DqNKGNUlv0 Yes
hrNJNzqZf0g Yes
0hGhmjs0nsM Yes
MunF4LU_mOg Yes
lY4wTYgWrSI Yes
ChuLjbYeyNg Yes
A9j1ob-oKCo Yes
6JTwmRVmC90 Yes
6pX8F_nxyIk Yes
Fy6a9g59HyE Yes
vlxIU238SmE Yes
oQKOrqqs0ck Yes
MBg2XVgrAqk Yes
aYPAR4Adc6o Yes
OXcIpAAKqYI Yes
2Kk5sdwWmLA Yes
EtE4zDo4n_g Yes
CQz05AtauLs Yes
qX55tyGnt5I Yes
zds0ieaChOE Yes
0eA-rEmi824 Yes
Dsp7zZXes-c Yes
47k2aUzob4Y Yes
LC5CaY4fCBI Yes
MXTGI4zmSDw Yes
gF0I8E-C7NI Yes
ZU3fL7ca2RU Yes
bJdA-6WbMgg Yes
DV_CfB7_jFM Yes
B0dL18-By-k Yes
ZKChKXwYDUk Yes
3hF3KN-7r7o Yes
8S08iW7c8QQ Yes
LzLZqt1xkIY Yes
C1___bjiEGY Yes
DSlz0zieZ4s Yes
JoxVxEQUQcY Yes
pwcARROL1ZA Yes
e3MEntNowzg Yes
knqGnQHhero Yes
Z5XpGRo017E Yes
qc7mEz35YNs Yes
W-689iqLDWY Yes
hEAsYLIt3l0 Yes
lkYKeFxYSj0 Yes
1G-hX-7pUJs Yes
NLH5Tyc_81E Yes
OqoGDj7iU7A Yes
kJ3cNWrufD4 Yes
0IYQHT3jKXk Yes
8zv4EyK_jo0 Yes
JAj9FsL1zQ8 Yes
8HRbqbxoCJs Yes
dmVQ73JtA-c Yes
yZ3QejFXu70 Yes
uMbE_VCKhtE Yes
Yl3A6faQLyQ Yes
GLFFfUvQvPk Yes
HW8tKKPDqD8 Yes
Im05jopZL74 Yes
I-nYfRp8Kdg Yes
Lwps5yp4EOY Yes
AU0dGacMTig Yes
_rprdoX7qMs Yes
Xf-hRklU9oI Yes
BzT5bKq5oYc Yes
0U8Tp9iJWq8 Yes
KGRAQyZbWgk Yes
sM2ssMOrleM Yes
BzkNpxMjd5g Yes
BKqDW8JGdeY Yes
sUPm25AIYg0 Yes
uWig1srsl24 Yes
p-hO7b-rH6g Yes
ozJ2IJ2pA2Y Yes
XW3j3B_wSTA Yes
wa1EMSXdivk Yes
w0qiRLomJUY Yes
fzAoRFo6xkY Yes
EE3KfjbSA90 Yes
UKwowz7tnDM Yes
i8JfwYc0bqk Yes
qfB2tA0qpWU Yes
N7DN1Vx_-o4 Yes
J4qCQ_qdcy4 Yes
fMX6P3jNBrQ Yes
PQ9qLpoDy-Q Yes
NdQeK3LuVhc Yes
rZJb3N-_WpI Yes
yFsYC9JCZwc Yes
OdazBZXuIE8 Yes
LhsGvbmUR8o Yes
d95PsnRAcbU Yes
V21sJIj4x2s Yes
xMy_VKfHqw4 Yes
jj7MCYrHt3M Yes
VJWvaCKEVJY Yes
NJOqYTOcq2M Yes
4AUD_QCxVrU Yes
HnkA2l7fxl0 Yes
lX9jFStAZ0k Yes
TRPTifDSwRg Yes
bW4yKZ5xDDM Yes
XyCcTxKwwjQ Yes
9_314HcGpZA Yes
TTP6dSJmO0s Yes
EDOjps8NfqI Yes
Cxo8Syi2YAU Yes
6sZ5BSiqwNM Yes
QjPxVtM_W14 Yes
y9pYm80gA2Q Yes
owHGJQDdIQg No
qkTcnswxFpo Yes
GX-ib4LBGFo Yes
WbgdI187ZrU Yes
FpTl2Ul0eEE No
361yLvbZVAo Yes
33AtqStgVl8 Yes
D2HJ9MUTV2k Yes
18n6Xp_duXQ Yes
5WwJr3GbDSY Yes
r6JSynjpk8g Yes
Z-UBMAoZixo Yes
6IJJxbmcqdY Yes
dX4CdFJgm6g Yes
ADzUs3xhxcY Yes
FX6qforbKyI No
yQjnm5w9glg Yes
EPG85NZ-hi0 Yes
7myfRqBhEdM Yes
ZMZnKSTQepM No
ZqnbRpVserw No
3KcVz9HLs2Q Yes
WcREPTzGv6Y Yes
abs9qnbQ1K0 Yes
Q-an42INulA Yes
8Upza0dV2lA Yes
6ffrnb0ci9o Yes
CxTOdM-ulGs Yes
Tb4eYDJpuao No
7y6OdczZAK4 No
ZX4BYvo-Q5s Yes
r0k5n2EUnNU Yes
8u5DWbUmEts Yes
uY16Os_VQr8 Yes
hjGV3Y7JG6k Yes
qOdnfgmrIPo Yes
TkPgtf-FMQw Yes
WJYaiRoa2Og Yes
OqTX-AMKXQg Yes
Hl1IZB068SE Yes
wCJbsGsXHQM Yes
yqew-wi-40Q Yes
qCaQ2lCOHbw No
wthBubyA88Y Yes
ea20rIwMKcM Yes
dYuKQ7aMe9E Yes
WlqZZpYqFqE Yes
mv4zp0uUhjM Yes
pwIUhnd5cgc Yes
